DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE
08X371,8,Urban Institute of Mathematics,Jennifer Joynt,EMS,Middle,2.67,B,58.4,8.1,B,12.2,B,35.1,B,3,A
08X375,8,The Bronx Mathematics Preparatory School,Mark D. Clarke,EMS,Middle,2.59,C,27.4,2.2,F,4.8,D,20.4,C,0,A
08X376,8,"Antonia Pantoja Preparatory Academy, A College Board School",Nancy Jacqueline Diaz,EMS,Middle,2.66,C,39.2,5.2,C,8,C,25.5,B,0.5,A
08X377,8,Bronx Community High School,Matthew Roberts,HST,High School Transfer,2.13,C,52.7,8,C,13.1,C,31.6,C,0,B
08X405,8,Herbert H. Lehman High School,Dr. Janet Saraceno,HS,High School,2.22,F,36.9,5.2,F,10.6,D,21.1,F,0,
08X408,8,Herbert H. Lehman YABC,Martin Smallhorne,YABC,YABC,,A,77.5,15,A,19,A,39,B,4.5,
08X424,8,The Hunts Point School,John Hughes,EMS,Middle,2.25,B,50.9,6.6,B,6.5,C,33.5,B,4.3,
08X448,8,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,William Frackelton,EMS,Middle,2.64,,,,,,,,,,
08X452,8,Bronx Guild,Sam Decker,HS,High School,2.06,C,54.8,11.2,A,14,C,28.1,D,1.5,C
08X467,8,MOTT HALL COMMUNITY SCHOOL,Geovanti Steward,EMS,Middle,2.48,,,,,,,,,,
08X507,8,Stevenson YABC,Gladys De La Cruz,YABC,YABC,,F,32.4,8.1,B,3.5,F,20.8,D,0,
08X519,8,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Ms. Grismaldy Laboy-Wilson,HS,High School,2.04,C,52.3,7.5,C,10.6,D,34.2,C,0,B
08X530,8,Banana Kelly High School,Joshua Laub,HS,High School,2.06,D,42.3,10.5,A,5.7,F,26.1,D,0,C
08X540,8,School for Community Research and Learning,William Mulqueen,HS,High School,1.68,D,42.8,7.5,C,10.6,D,24.7,D,0,C
08X560,8,High School X560 - Bronx Academy High School,Patrice English-Young,HST,High School Transfer,2.23,F,35.2,3.7,F,11.7,C,19.8,F,0,F
08X650,8,Jane Addams High School for Academic Careers,Sharron Smalls,HS,High School,1.91,C,50.4,7.8,C,10.6,D,32,C,0,C
09X002,9,P.S. 002 Morrisania,Lisa Debonis,EMS,Elementary,,,,,,,,,,,
09X004,9,P.S./M.S. 004 Crotona Park West,Vincent Resto,EMS,K-8,65.29,B,50.4,8.5,A,6.8,C,28.6,B,6.5,A
09X011,9,P.S. 011 Highbridge,Elizabeth Hachar,EMS,Elementary,63.53,B,46.1,1.1,F,2.6,D,38.6,A,3.8,A
09X022,9,J.H.S. 022 Jordan L. Mott,Linda Rosenbury,EMS,Middle,2.58,C,37.3,6.9,B,2.6,F,27,B,0.8,A
09X028,9,P.S. 028 Mount Hope,Marie Barresi,EMS,Elementary,65.27,B,52.8,6.1,B,8,C,34.2,B,4.5,A
09X035,9,P.S. 035 Franz Siegel,Graciela Navarro,EMS,Elementary,57.96,C,38.2,6.8,B,9.6,C,20.8,C,1,A
09X042,9,P.S. 042 Claremont,Camille Wallin,EMS,Elementary,65.59,A,60,8.2,B,6.1,C,40.4,A,5.3,A
09X053,9,P.S. 053 Basheer Quisim,Collin Wolfe,EMS,Elementary,62.75,C,21.7,6.5,B,5.9,C,7.3,F,2,A
09X055,9,P.S. 055 Benjamin Franklin,Luis Torres,EMS,Elementary,65.67,C,34.4,5.7,C,2.5,D,22.7,C,3.5,A
09X058,9,P.S. 058,Velma Gunn,EMS,Elementary,66.34,C,40.2,2.9,D,3.6,D,31.4,B,2.3,C
09X063,9,P.S. 063 Author's Academy,Reinaldo Diaz-Lens,EMS,Elementary,66.22,B,46.7,8.2,B,13.9,B,20.8,C,3.8,A
09X064,9,P.S. 064 Pura Belpre,Beverly Harrigan,EMS,Elementary,69.62,C,39.5,7.1,B,1.8,D,29.8,B,0.8,A
09X070,9,P.S. 070 Max Schoenfeld,Kerry Castellano,EMS,Elementary,63.35,C,31.2,4.4,C,1.5,F,23.8,C,1.5,A
09X073,9,P.S. 073 Bronx,Jean Mirvil,EMS,Elementary,64.56,B,47.5,7.9,B,1.3,F,34.5,B,3.8,A
09X088,9,P.S. X088 - S. Silverstein Little Sparrow School,Melinda Hyer,EC,K-3,64,B,47.9,10.6,A,11.4,B,17.6,A,8.3,
09X090,9,P.S. 090 George Meany,Joan Kong,EMS,Elementary,,,,,,,,,,,
09X109,9,P.S. 109 Sedgwick,Amanda Blatter,EMS,Elementary,66.75,A,68,9.6,A,10.9,B,40.7,A,6.8,A
09X110,9,P.S. 110 Theodore Schoenfeld,Daisy Perez,EMS,Elementary,69.02,B,52.2,10.2,A,7.8,C,29.7,B,4.5,A
09X114,9,P.S. X114 - Luis Llorens Torres Schools,Olivia Francis-Webber,EMS,Elementary,64.61,B,43.8,6.4,B,2.7,D,30.2,B,4.5,A
09X117,9,I.S. 117 Joseph H. Wade,Delise Jones,EMS,Middle,2.38,B,59.3,5.4,C,6.9,C,41,A,6,A
09X126,9,P.S. 126 Dr Marjorie H Dunbar,Nadine Kee-Foster,EMS,Elementary,66.19,B,43.8,5.3,C,4.3,D,32.2,B,2,A
09X128,9,Mott Hall III,Jorisis Stupart,EMS,Middle,3.06,A,62.6,7.4,B,9.4,C,40,A,5.8,A
09X132,9,P.S. 132 Garret A. Morgan,Anissa Chalmers,EMS,Elementary,67.4,B,44.4,7,B,0.2,F,33.4,B,3.8,B
09X145,9,J.H.S. 145 Arturo Toscanini,Robert Hannibal,EMS,Middle,2.33,B,55.1,12.4,A,5.6,D,30.6,B,6.5,A
09X163,9,P.S. 163 Arthur A. Schomburg,Dilsia Martinez,EMS,Elementary,67.75,C,33.3,4,D,6.6,C,21.7,C,1,A
09X166,9,J.H.S. 166 Roberto Clemente,Lauren Reiss,EMS,Middle,,,,,,,,,,,
09X170,9,P.S. 170,Nancy Ramos,EC,K-2,60.65,B,37.5,13.6,A,8.7,B,9.9,B,5.3,
09X199,9,P.S. 199X - The Shakespeare School,Lilia Navarrete,EMS,Elementary,67.18,A,58.5,7.3,B,11.2,B,31.5,B,8.5,A
09X204,9,P.S. 204 Morris Heights,Marcy Glattstein,EMS,Elementary,63.21,A,67.1,12.8,A,15.7,A,37.1,A,1.5,A
09X215,9,Kappa,Sheri Warren,EMS,Middle,3.07,B,46.5,8.1,B,6.9,C,29.2,B,2.3,A
09X218,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,Leticia Rosario,EMS,K-8,61.01,A,63.1,10,A,11.6,B,38,A,3.5,A
09X219,9,I.S. 219 New Venture School,Dominic Cipollone,EMS,Middle,2.27,B,44.9,5.5,C,5.9,D,31.5,B,2,A
09X227,9,Bronx Expeditionary Learning High School,Ryan Scallon,HS,High School,1.93,C,57.6,6.8,D,13.7,C,35.6,B,1.5,C
09X229,9,I.S. 229 Roland Patterson,Ezra Matthias,EMS,Middle,2.29,B,61.6,5.8,C,6.7,C,42.6,A,6.5,A
09X230,9,P.S. 230 Dr Roland N. Patterson,Rowena Penn-Jackson,EMS,Elementary,66.77,C,36.1,5,C,2.1,D,23.2,C,5.8,A
09X231,9,Eagle Academy for Young Men,Osei Owusu-Afriye,HS,High School,2.29,B,58.6,7.3,C,12.6,C,37.2,B,1.5,A
09X232,9,I.S. 232,Neifi Acosta,EMS,Middle,2.35,A,63.8,7.9,B,6.4,D,42.5,A,7,A
09X236,9,P.S. 236 Langston Hughes,Beverly Ellis,EC,K-2,67.48,B,30.3,9.8,A,6,C,9.2,B,5.3,
09X239,9,"Urban Assembly Academy for History and Citizenship for Young Men, The",Jonathan Foy,HS,High School,1.67,F,37.7,7.3,C,9,F,21.4,F,0,C
09X241,9,"Urban Assembly School for Applied Math and Science, The",Kenneth Baum,HS,High School,2.84,,,,,,,,,,
09X241,9,"Urban Assembly School for Applied Math and Science, The",Kenneth Baum,EMS,Middle,2.7,B,50.8,8.6,B,9.8,C,28.9,B,3.5,A
09X250,9,Eximius College Preparatory Academy: A College Board School,Tammy Smith,HS,High School,2.44,B,69.2,5.9,F,18.9,A,39.9,B,4.5,A
09X250,9,Eximius College Preparatory Academy: A College Board School,Tammy Smith,EMS,Middle,,,,,,,,,,,
09X252,9,Mott Hall Bronx High School,David Tinagero,HS,High School,2.58,A,89,7.9,C,19.8,A,53.8,A,7.5,A
09X260,9,Bronx Center for Science and Mathematics,Edward Tom,HS,High School,2.95,B,69.3,9.1,B,17.7,A,39.5,B,3,B
09X263,9,Validus Preparatory Academy: An Expeditionary Learning School,Brady Smith,HS,High School,2.2,A,75.6,11.1,A,21.2,A,38.8,B,4.5,B
09X276,9,Leadership Institute,Marta Colon,HS,High School,2.07,D,45,8,C,11.4,D,25.6,D,0,B
09X297,9,Morris Academy for Collaborative Studies,Charles Osewalt,HS,High School,1.83,A,82.1,8.7,B,21.1,A,41.8,B,10.5,A
09X303,9,I.S. X303 Leadership & Community Service,Patricia Bentley,EMS,Middle,2.84,C,40.7,8.4,B,3.2,F,25.8,B,3.3,B
09X313,9,I.S. 313 School of Leadership Development,Lauren Wilkins,EMS,Middle,2.48,B,45.9,6.3,B,6.1,D,31.5,B,2,A
09X323,9,Bronx Writing Academy,Kamar Samuels,EMS,Middle,2.51,A,69.3,3.6,D,8,C,47.4,A,10.3,B
09X324,9,Bronx Early College Academy for Teaching & Learning,John Barnes,HS,High School,3.13,,,,,,,,,,
09X324,9,Bronx Early College Academy for Teaching & Learning,John Barnes,EMS,Middle,2.6,B,44.3,8.5,B,9.4,C,26.4,B,0,A
09X325,9,Urban Science Academy,Patrick Kelly,EMS,Middle,2.46,B,47.2,5.2,C,4,D,35.7,B,2.3,A
09X327,9,Comprehensive Model School Project M.S. 327,Manuel Ramirez,EMS,Middle,2.75,A,75.6,10,A,13.1,B,45.5,A,7,A
09X328,9,New Millennium Business Academy Middle School,Dorald Bastian,EMS,Middle,2.24,C,38.2,5.9,C,4,D,25.8,B,2.5,A
09X329,9,DreamYard Preparatory School,Rod Bowen,HS,High School,2.14,D,45.2,7.1,C,7.9,F,28.7,C,1.5,
09X339,9,I.S. 339,Jason Levy,EMS,Middle,2.26,B,44.1,4.6,C,5,D,31,B,3.5,A
09X365,9,Academy for Language and Technology,Arisleyda Urena,HS,High School,2.5,,,,,,,,,,
09X403,9,Bronx International High School,Joaquin Vega,HS,High School,1.97,A,73.9,12.8,A,17.2,B,36.4,B,7.5,A
09X404,9,School for Excellence,Carmen Bardeguez Brown,HS,High School,1.88,B,69.5,10.2,B,17.2,B,42.1,A,0,A
09X412,9,Bronx High School of Business,Enrique Lizardi,HS,High School,1.96,C,57.9,9.7,B,12.5,C,35.7,B,0,B
09X413,9,Bronx High School for Medical Science,William Quintana,HS,High School,2.78,B,67.6,9.5,B,18.6,A,36.5,B,3,A
09X413,9,Bronx High School for Medical Science,William Quintana,EMS,Middle,2.89,B,46.5,8,B,8.7,C,29,B,0.8,A
09X414,9,Jonathan Levin High School for Media and Communications,Nasib Hoxha,HS,High School,1.75,C,55.9,10.5,A,14,C,31.4,C,0,B
09X454,9,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,Dr. Patrick Awosogba,EMS,Middle,2.31,,,,,,,,,,
09X505,9,"Bronx School for Law, Government and Justice",Meisha Ross-Porter,HS,High School,2.48,B,66.6,9.1,B,17.1,B,37.4,B,3,B
09X505,9,"Bronx School for Law, Government and Justice",Meisha Ross-Porter,EMS,Middle,2.93,C,39.7,6.4,B,7.1,C,26.2,B,0,B
09X517,9,Frederick Douglass Academy III Secondary School,Rahesha Amon,HS,High School,2.34,B,60,9.1,B,20.2,A,30.7,C,0,B
09X517,9,Frederick Douglass Academy III Secondary School,Rahesha Amon,EMS,Middle,2.84,C,33.1,5.1,C,3.5,F,21.5,C,3,C
09X525,9,Bronx Leadership Academy High School,"Kenneth Gaskins,Jr.",HS,High School,2.12,B,65.3,10.4,B,17.1,B,34.8,B,3,C
09X543,9,High School for Violin and Dance,Tanya John,HS,High School,1.95,A,95.8,12.5,A,25,A,55.3,A,3,A
10X003,10,P.S. 3 Raul Julia Micro Society,Denise Brown,EMS,K-8,58.49,A,57.1,5,C,9.9,C,37.9,A,4.3,A
10X007,10,P.S. 007 Kingsbridge,Renee Cloutier,EMS,Elementary,59.01,C,36.1,7.8,B,4.1,D,24.2,C,0,A
10X008,10,P.S. 008 Issac Varian,Rosa Maria Peralta,EMS,Elementary,56.87,B,51.9,4.9,C,9.6,C,35.9,A,1.5,A
10X009,10,P.S. 9 Ryer Avenue Elementary School,Jacqueline Bailey,EMS,Elementary,64.94,C,19.1,4.1,D,2.7,D,12.3,D,0,A
10X015,10,P.S. X015 Institute for Environmental Learning,Tara Edmonds,EMS,K-8,61.25,A,75.1,12.4,A,13.3,B,39.4,A,10,A
10X020,10,P.S. 20 P.O.George J. Werdan III,Carol Carlsen,EMS,K-8,58.31,B,43.5,6.9,B,8.5,C,25.1,B,3,A
10X023,10,P.S. 023 The New Children's School,Shirley Torres,EC,K-2,66.79,C,29.7,8.5,A,3.9,F,9,B,8.3,
10X024,10,P.S. 024 Spuyten Duyvil,Donna Connelly,EMS,Elementary,24.8,C,38.5,2.5,F,5.8,C,27.9,B,2.3,A
10X032,10,P.S. 032 Belmont,Esther Schwartz,EMS,Elementary,65.49,A,100.6,10.7,A,16.9,A,58,A,15,A
10X033,10,P.S. 033 Timothy Dwight,Lynette Santos,EMS,Elementary,64.3,A,62.7,8.4,B,6.6,C,40.4,A,7.3,A
10X037,10,P.S. X037 - Multiple Intelligence School,Kenneth Petriccione,EMS,K-8,61.15,B,43.3,5.4,C,8.1,C,28,B,1.8,A
10X045,10,Thomas C. Giordano Middle School 45,Annamaria Giordano,EMS,Middle,2.75,C,34.4,6.1,C,7.1,C,21.2,C,0,A
10X046,10,P.S. 046 Edgar Allan Poe,Jennifer Alexander-Ade,EMS,Elementary,64.09,C,36.2,6.9,B,4.5,D,24.8,B,0,A
10X051,10,P.S. 051 Bronx New School,Paul Smith,EMS,Elementary,56.22,B,44.5,10.4,A,7.3,C,26.8,B,0,A
10X054,10,P.S. / I.S. 54,Maribelle Nunez-Pardo,EMS,Elementary,62.28,C,31.2,3.6,D,5,D,21.3,C,1.3,A
10X056,10,P.S. 056 Norwood Heights,Priscilla Sheeran,EMS,Elementary,49.16,A,66.7,11,A,5.9,C,45.3,A,4.5,A
10X059,10,P.S. 059 The Community School of Technology,Christine Mchugh,EMS,Elementary,67.44,B,52.7,6.2,B,5.4,D,34.3,B,6.8,A
10X079,10,P.S. 079 Creston,Nicole Tine,EMS,Elementary,,,,,,,,,,,
10X080,10,J.H.S. 080 The Mosholu Parkway,Lovey Mazique-Rivera,EMS,Middle,2.29,B,50.6,4.5,C,6.2,D,34.6,B,5.3,A
10X081,10,P.S. 081 Robert J. Christen,Melodie Mashel,EMS,Elementary,32.96,C,26.8,7.9,B,6.3,C,11.6,D,1,A
10X085,10,P.S. 085 Great Expectations,Ted Husted,EMS,Elementary,65.26,C,40.5,5.6,C,2.4,D,29.5,B,3,A
10X086,10,P.S. 086 Kingsbridge Heights,Sheldon Benardo,EMS,Elementary,63.21,A,79,11.7,A,9.9,C,47.1,A,10.3,A
10X091,10,P.S. 091 Bronx,Rosemary Prati,EMS,Elementary,62.58,B,53.3,4.5,C,6.2,C,39.6,A,3,A
10X094,10,P.S. 094 Kings College School,Diane Daprocida,EMS,Elementary,57.26,C,37.5,4.1,D,2.1,D,30,B,1.3,A
10X095,10,P.S. 095 Sheila Mencher,Serge Marshall Davis,EMS,K-8,54.34,B,49.5,4,D,8.3,C,33.7,B,3.5,A
10X118,10,J.H.S. 118 William W. Niles,Elizabeth Lawrence,EMS,Middle,3.02,C,39,3.6,D,6.4,D,26.2,B,2.8,A
10X141,10,Riverdale / Kingsbridge Academy (Middle School / High School 141),Lori O'Mara,HS,High School,2.55,A,75.3,8.9,B,22.1,A,41.3,B,3,A
10X141,10,Riverdale / Kingsbridge Academy (Middle School / High School 141),Lori O'mara,EMS,Middle,2.99,D,27.2,5.1,C,6.7,C,14.4,D,1,B
10X159,10,P.S. 159 Luis Munoz Marin Biling,Luis Liz,EMS,Elementary,68.43,B,54.1,10.3,A,12.6,B,29.7,B,1.5,A
10X205,10,P.S. 205 Fiorello Laguardia,Maria Pietrosanti,EMS,Elementary,61.56,A,64.5,9.6,A,14.5,B,33.9,B,6.5,A
10X206,10,I.S. 206 Ann Mersereau,David Neering,EMS,Middle,2.56,B,54.2,8.7,B,7.6,C,33.1,B,4.8,A
10X207,10,P.S. 207,Maria Rosado,EC,K-2,59.18,C,27.9,8.1,A,4.6,F,9.2,B,6,
10X209,10,P.S. 209,Anne Keegan,EC,K-2,64.2,A,40.3,15,A,9.1,B,10.9,B,5.3,
10X213,10,Bronx Engineering and Technology Academy,Rashid F. Davis,HS,High School,2.26,A,78.6,10,B,25,A,34.6,C,9,B
10X225,10,Theatre Arts Production Company School,Lynn Passarella,HS,High School,2.58,A,106.3,13,A,25,A,59.3,A,9,A
10X225,10,Theatre Arts Production Company School,Lynn Passarella,EMS,Middle,2.85,B,42.7,11.2,A,7.3,C,21.7,C,2.5,A
10X226,10,P.S. 226,Gloria Darden,EMS,Elementary,67.51,D,14.8,7.4,B,6.9,C,0.5,F,0,B
10X228,10,Jonas Bronck Academy,Donalda Chumney,EMS,Middle,2.6,A,77.1,12.5,A,13.6,B,44.7,A,6.3,A
10X237,10,"The Marie Curie School for Medicine, Nursing, and Health Professions",Rodney Fisher,HS,High School,2.39,A,82.4,8.4,C,22.5,A,44,A,7.5,A
10X243,10,West Bronx Academy for the Future,Wilper Morales,HS,High School,2.06,C,49,10.1,B,6.9,F,30.5,C,1.5,B
10X243,10,West Bronx Academy for the Future,Wilper Morales,EMS,Middle,2.64,C,35,10.3,A,6.7,C,17.5,D,0.5,A
10X244,10,The New School for Leadership and Journalism,Dolores Peterson,EMS,Middle,2.39,B,56.3,6.3,B,8.3,C,37.2,A,4.5,A
10X246,10,P.S. 246 Poe Center,Beverly Miller,EMS,Elementary,65.76,C,38.2,6.4,B,3.6,D,28.2,B,0,A
10X254,10,I.S. 254,Wilford Hemans,EMS,Middle,2.3,A,66.2,6.1,C,10,C,42.8,A,7.3,A
10X268,10,Kingsbridge International High School,Ronald Newlon,HS,High School,1.85,B,69.4,11.3,A,17,B,38.1,B,3,A
10X279,10,"P.S. 279 Captain Manuel Rivera, Jr.",James Waslawski,EMS,K-8,64.83,B,51.8,7.9,B,5.9,D,32.5,B,5.5,A
10X280,10,P.S./M.S. 280 Mosholu Parkway,James Weeks,EMS,K-8,55.32,A,60.5,8.8,A,11.1,B,36.1,A,4.5,A
10X284,10,Bronx School of Law and Finance,Evan Schwartz,HS,High School,2.43,B,59.3,8.4,C,16.4,B,31.5,C,3,B
10X291,10,P.S. 291,Carlos Velez,EMS,Elementary,67.09,B,56.1,10.4,A,13.3,B,29.4,B,3,A
10X306,10,P.S. 306,Darryl Harrington,EMS,Elementary,61.16,C,11.6,8.1,B,1.5,F,0,F,2,A
10X307,10,P.S. X307 - Eames Place,Luisa Fuentes,EMS,Elementary,61.01,A,81.1,12.5,A,16.3,A,45,A,7.3,A
10X308,10,Bronx Dance Academy School,Sandra Sanchez,EMS,Middle,2.49,B,52.7,4.5,C,6.6,C,35.6,B,6,A
10X310,10,P.S. 310 Marble Hill,Elizabeth Cardona,EMS,Elementary,63.65,A,63.6,7.5,B,8.1,C,43,A,5,A
10X315,10,P.S. 315 Lab School,Elsie Cardona-Berardinelli,EMS,K-8,61.64,A,78.4,10.2,A,12.3,B,49.1,A,6.8,A
10X319,10,Providing Urban Learners Success In Education High School,Carol Wiggins,HST,High School Transfer,2.18,B,66.2,15,A,14.9,B,34.8,B,1.5,A
10X331,10,The Bronx School of Science Inquiry and Investigation,Serapha Cruz,EMS,Middle,2.2,B,48.8,11.5,A,6.1,D,28.9,B,2.3,A
10X340,10,P.S. 340,Nelly Maldonado,EMS,Elementary,61.26,B,51.4,10.3,A,6,C,30.3,B,4.8,A
10X342,10,International School for Liberal Arts,Karen Maldonado,HS,High School,2.34,B,65.2,12.5,A,9.3,F,41.9,B,1.5,A
10X342,10,International School for Liberal Arts,Karen Maldonado,EMS,Middle,2.22,B,50.1,11.7,A,1.2,F,34.2,B,3,A
10X344,10,Ampark Neighborhood,Elizabeth Lopez-Towey,EMS,Elementary,30.69,,,,,,,,,,
10X360,10,P.S. 360,Nancy Rodriguez-Lewis,EMS,Elementary,59.74,B,46.4,6.5,B,5.1,D,33.5,B,1.3,A
10X368,10,In-Tech Academy (M.S. / High School 368),Rose Fairweather-Clunie,HS,High School,2.69,B,60.7,10.3,B,7.4,F,35.5,B,7.5,C
10X368,10,In-Tech Academy (M.S. / High School 368),Rose Fairweather-Clunie,EMS,Middle,2.68,B,52.8,9.4,A,9.4,C,32.2,B,1.8,A
10X374,10,Knowledge and Power Preparatory Academy International High School (Kappa),Panorea Panagiosoulis,HS,High School,2.77,,,,,,,,,,
10X382,10,"Elementary School for Math, Science, and Technology",Avon Connell-Cowell,EC,K-3,60.09,C,21,5.7,B,3.9,D,8.4,B,3,
10X386,10,School for Environmental Citizenship,Heather Dawe,EC,K-3,63.2,F,8.5,5.6,B,0,F,1.4,F,1.5,
10X390,10,M.S. 390,Robert Mercedes,EMS,Middle,2.5,C,39.2,8,B,5.6,D,24.3,C,1.3,A
10X391,10,The Angelo Patri Middle School,Pedro Santana,EMS,Middle,2.28,B,43.7,6.8,B,4.1,D,31.3,B,1.5,A
10X396,10,P.S. 396,Lawrence Wright,EMS,Elementary,64.07,B,55.2,10.1,A,11.7,B,31.9,B,1.5,A
10X397,10,English Language Learners and International Support Preparatory Academy (ELLIS),Norma Vega,HS,High School,1.52,,,,,,,,,,
10X399,10,M.S. 399,Angelo Ledda,EMS,Middle,,,,,,,,,,,
10X433,10,High School for Teaching and the Professions,Gary Prince,HS,High School,2.04,A,77.8,10.2,B,16.5,B,42.1,A,9,C
10X434,10,Belmont Preparatory High School,Stephen Joseph Gumbs,HS,High School,2.03,A,75.3,8,C,17.1,B,50.2,A,0,A
10X437,10,Fordham High School for the Arts,Iris Blige,HS,High School,2.09,A,82.9,11.4,A,18.8,A,48.2,A,4.5,A
10X438,10,Fordham Leadership Academy for Business and Technology,Richard Bost,HS,High School,2.13,C,49.2,6.5,D,8.1,F,31.6,C,3,B
10X439,10,Bronx High School for Law and Community Service,Gail Joyner-White,HS,High School,1.96,D,41.5,8.9,B,9.4,F,23.2,F,0,C
10X440,10,DeWitt Clinton High School,Geraldine Ambrosio,HS,High School,2.4,C,48.1,7.2,C,11.3,D,26.6,D,3,C
10X442,10,"Celia Cruz Bronx High School of Music, The","William Rodriguez, Ed.D.",HS,High School,2.75,B,60.1,7.9,C,13.7,C,35.5,B,3,B
10X445,10,Bronx High School of Science,Valerie Reidy,HS,High School,3.91,A,73.8,8.5,C,23.5,A,41.8,B,0,A
10X447,10,CRESTON ACADEMY,Pamela Edwards,EMS,Middle,2.36,,,,,,,,,,
10X459,10,EAST FORDHAM ACADEMY FOR THE ARTS,Tanicia Williams,EMS,Middle,2.33,,,,,,,,,,
10X475,10,John F. Kennedy High School,Anthony Rotunno,HS,High School,1.86,D,45.5,7.3,C,9.6,F,25.6,D,3,C
10X477,10,Marble Hill High School for International Studies,Kirsten Larson,HS,High School,2.69,A,100.5,10.8,A,22.2,A,55.5,A,12,A
10X503,10,Walton YABC,Keesha Lindsay,YABC,YABC,,B,58.8,8.5,B,12.6,C,34.7,B,3,
10X504,10,Kennedy YABC,Frank Parrino,YABC,YABC,,B,54.5,8.5,B,14.9,B,25.1,D,6,
10X546,10,Bronx Theatre High School,Deborah Effinger,HS,High School,2.38,C,53.3,11.7,A,11.9,C,23.7,F,6,B
10X549,10,Discovery High School,Rolando Rivera,HS,High School,1.94,A,91.5,11.4,A,18.9,A,53.7,A,7.5,A
10X660,10,Grace Dodge Career and Technical Education High School,Roberto Hernandez,HS,High School,1.92,D,46.3,7.8,C,7,F,31.5,C,0,D
10X667,10,Grace Dodge YABC,Patricia Squire,YABC,YABC,,D,40.8,10,B,8.4,F,22.4,D,0,
10X696,10,High School of American Studies at Lehman College,Mr. Alessandro Weiss,HS,High School,3.79,A,74.9,12.1,A,23.1,A,39.7,B,0,A
11X016,11,P.S. 016 Wakefield,Yvonne Williams,EMS,Elementary,55.24,C,21.3,5.8,C,5.2,D,8.3,F,2,A
11X019,11,P.S. 019 Judith K. Weiss,Timothy P. Sullivan,EMS,K-8,23.81,C,31.2,7.2,B,4.4,D,18.1,C,1.5,A
11X021,11,P.S. 021 Philip H. Sheridan,Joyce Coleman,EMS,Elementary,58.16,C,40.6,5.9,C,2.6,D,29.6,B,2.5,B
11X041,11,P.S. 041 Gun Hill Road,Erika Tobia,EMS,Elementary,60.95,A,90.8,9.6,A,10.6,B,58.3,A,12.3,A
11X068,11,P.S. 068 Bronx,Cheryl Coles,EMS,Elementary,61.07,B,43.4,10.3,A,6.4,C,22.4,C,4.3,A
11X076,11,P.S. 076 The Bennington School,Louise Sedotto,EMS,Elementary,53.9,A,71.6,8.1,B,9.6,C,44.1,A,9.8,A
11X078,11,P.S. 078 Anne Hutchinson,Claudina Skerritt,EMS,Elementary,57.29,C,34.6,4.9,C,1.3,F,25.1,B,3.3,A
11X083,11,P.S. 083 Donald Hertz,Benjamin Soccodato,EMS,K-8,43.21,C,37.6,9,A,7.5,C,19.6,C,1.5,A
11X087,11,P.S. 087 Bronx,Donna Anaman,EMS,Elementary,54.41,C,22.1,6.1,B,1.7,D,13.5,D,0.8,A
11X089,11,P.S. 089 Bronx,Ronald Rivera,EMS,K-8,53.36,C,36.9,1.1,F,3.1,D,31.4,B,1.3,A
11X096,11,P.S. 096 Richard Rodgers,Marta Garcia,EMS,Elementary,51.26,B,54.4,7.4,B,12.7,B,33.8,B,0.5,A
11X097,11,P.S. 097 Bronx,Katheleen Bornkamp,EMS,Elementary,47.6,B,56.4,5.7,C,5,D,39.7,A,6,C
11X103,11,P.S. 103 Hector Fontanez,Alice Brown,EMS,Elementary,58.18,B,42.1,7.3,B,2.7,D,29.1,B,3,A
11X105,11,P.S. 105 Sen Abraham Bernstein,Mr. Christopher Eustace,EMS,Elementary,53.81,B,48.6,6.2,B,6.3,C,32.8,B,3.3,A
11X106,11,P.S. 106 Parkchester,Eugenia Montalvo,EMS,Elementary,47.67,B,45.4,8.7,A,7.9,C,26.3,B,2.5,A
11X108,11,P.S. 108 Philip J. Abinanti,Charles Sperrazza,EMS,Elementary,34.85,C,32.6,4.8,C,5.3,D,22.5,C,0,B
11X111,11,P.S. 111 Seton Falls,Ava Fullenweider,EMS,Elementary,59.77,C,34,7,B,1.3,F,22.7,C,3,A
11X112,11,P.S. 112 Bronxwood,Susan Barnes,EMS,Elementary,60.95,A,60.9,4.1,D,6.4,C,45.1,A,5.3,A
11X121,11,P.S. 121 Throop,Rachel Donnelly,EMS,Elementary,50.34,B,50.6,11.5,A,5.9,C,30.2,B,3,A
11X127,11,J.H.S. 127 The Castle Hill,Harry Sherman,EMS,Middle,2.74,B,43.2,6.3,B,5.6,D,29,B,2.3,A
11X142,11,MS 142 John Philip Sousa,Casimiro Cibelli,EMS,Middle,2.54,C,27.1,3.8,D,3.7,D,18.8,C,0.8,A
