DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
10X382,10,"Elementary School for Math, Science, and Technolog",Avon Connell-Cowell,EMS,Elementary,63.68,B ,46.5,9.7,A ,4,D ,29.3,B ,3.5,C
10X386,10,School for Environmental Citizenship,Heather Dawe,EMS,Elementary,64.67,F ,16.6,6,B ,4.4,D ,3.6,F ,2.5,F
10X390,10,M.S. 390,Robert Mercedes,EMS,Middle,2.29,B ,45.9,8.8,A ,7.2,C ,27.4,B ,2.5,C
10X391,10,The Angelo Patri Middle School,Graciela Abadia,EMS,Middle,1.96,C ,40.7,7.7,B ,5,D ,27,B ,1,B
10X396,10,P.S. 396,Nicole Tine,EMS,Elementary,62.52,B ,41.2,8.3,B ,11.2,B ,21.2,C ,0.5,B
10X399,10,M.S. 399,"Outerbridge, Kim",EMS,Middle,2.02,,,,,,,,,,
10X447,10,CRESTON ACADEMY,Pamela Edwards,EMS,Middle,2.09,C ,38.4,9.7,A ,7.5,C ,17.7,C ,3.5,
10X459,10,EAST FORDHAM ACADEMY FOR THE ARTS,Tanicia Williams,EMS,Middle,2.1,A ,60.8,8.1,B ,8.2,C ,37.5,A ,7,
11X016,11,P.S. 016 Wakefield,Yvonne Williams,EMS,Elementary,56.76,B ,40.7,3.1,D ,5.3,D ,30.8,B ,1.5,C
11X019,11,P.S. 019 Judith K. Weiss,Timothy P. Sullivan,EMS,K-8,24.8,B ,53,7.5,B ,8.1,C ,32.4,B ,5,C
11X021,11,P.S. 021 Philip H. Sheridan,Joyce Coleman,EMS,Elementary,58.08,C ,27.1,3.4,D ,3.6,D ,18.1,C ,2,C
11X041,11,P.S. 041 Gun Hill Road,Erika Tobia,EMS,Elementary,61.49,A ,77.6,8.3,B ,10.9,B ,46.9,A ,11.5,A
11X068,11,P.S. 068 Bronx,Catherine Helfrich,EMS,Elementary,61.72,B ,48,5.9,C ,9,C ,27,B ,6,B
11X076,11,P.S. 076 The Bennington School,Louise Sedotto,EMS,Elementary,54.28,B ,44.9,5,C ,7.8,C ,27.6,B ,4.5,A
11X078,11,P.S. 078 Anne Hutchinson,Claudina Skerritt,EMS,Elementary,58.84,B ,49.3,5.3,C ,5.8,C ,33.2,B ,5,C
11X083,11,P.S. 083 Donald Hertz,Benjamin Soccodato,EMS,K-8,42.99,B ,48.4,7.6,B ,9.3,C ,29,B ,2.5,C
11X087,11,P.S. 087 Bronx,Donna Anaman,EMS,Elementary,55.57,C ,29.7,2.7,D ,4,D ,23,C ,0,C
11X089,11,P.S. 089 Bronx,Ralph Martinez,EMS,K-8,53.7,C ,35.9,2.5,D ,5,D ,25.9,B ,2.5,C
11X096,11,P.S. 096 Richard Rodgers,Marta Garcia,EMS,Elementary,50.84,B ,47.7,7,B ,12.7,B ,25,B ,3,B
11X097,11,P.S. 097 Bronx,Katheleen Bornkamp,EMS,Elementary,49.19,A ,70.1,5.1,C ,9.6,C ,46.4,A ,9,B
11X103,11,P.S. 103 Hector Fontanez,Farid Reyes,EMS,Elementary,57.41,B ,49.2,5.5,C ,6,C ,32.7,B ,5,B
11X105,11,P.S. 105 Sen Abraham Bernstein,Mr. Christopher Eustace,EMS,Elementary,55.65,C ,32.8,6.4,B ,6.9,C ,17,C ,2.5,B
11X106,11,P.S. 106 Parkchester,Eugenia Montalvo,EMS,Elementary,46.48,B ,46.9,7.4,B ,9.4,C ,26.1,B ,4,B
11X108,11,P.S. 108 Philip J. Abinanti,Charles Sperrazza,EMS,Elementary,35.15,C ,38.6,3.9,C ,8.3,C ,22.9,C ,3.5,C
11X111,11,P.S. 111 Seton Falls,Ava Fullenweider,EMS,Elementary,61.86,C ,26,1.8,F ,3.5,D ,19.1,C ,1.5,C
11X112,11,P.S. 112 Bronxwood,Susan Barnes,EMS,Elementary,63.21,D ,18.3,5.7,C ,2.6,D ,8.5,F ,1.5,A
11X121,11,P.S. 121 Throop,Rachel Donnelly,EMS,Elementary,50.52,C ,31.2,10,A ,7.1,C ,13.5,D ,0.5,B
11X127,11,J.H.S. 127 The Castle Hill,Harry Sherman,EMS,Middle,2.58,C ,31.3,5.7,C ,5.4,D ,17.1,C ,3,B
11X142,11,MS 142 John Philip Sousa,Casimiro Cibelli,EMS,Middle,2.25,C ,35.7,3.3,D ,4.8,D ,25.6,B ,2,C
11X144,11,J.H.S. 144 Michelangelo,Pauline Mattis,EMS,Middle,2.33,C ,33.5,2.5,D ,6.4,D ,24,C ,0.5,C
11X153,11,P.S. 153 Helen Keller,Veronica Goka,EMS,Elementary,47.32,A ,71.6,7.6,B ,12.8,B ,43.2,A ,8,B
11X160,11,P.S. 160 Walt Disney,Lori Baker,EMS,Elementary,52.49,C ,35,3.8,C ,6.4,C ,24.8,B ,0,C
11X175,11,P.S. 175 City Island,Amy Lipson,EMS,K-8,21.56,C ,27.8,5.4,C ,8.7,C ,13.2,D ,0.5,C
11X178,11,P.S. 178 - Dr. Selman Waksman,Evelyn Fulton,EMS,Elementary,51.82,B ,54.3,4.9,C ,5,D ,39.9,A ,4.5,C
11X180,11,M.S. 180 Dr. Daniel Hale Williams,Frank Uzzo,EMS,Middle,2.69,C ,39.2,11,A ,8.9,C ,17.2,C ,2,B
11X181,11,I.S. 181 Pablo Casals,Christopher Warnock,EMS,Middle,2.7,B ,51.2,8.5,B ,11,B ,26.2,B ,5.5,B
11X189,11,Cornerstone Academy for Social Action,Malissa Mootoo,EMS,Elementary,59.14,C ,40.1,2.3,F ,6.1,C ,28.7,B ,3,F
11X194,11,PS/MS 194,Rosa Sifuentes-Rosado,EMS,K-8,50.9,C ,37.8,7,B ,7.5,C ,22.3,C ,1,B
11X270,11,Academy for Scholarship and Entrepreneurship: A Co,Zenobia White,EMS,Middle,2.49,D ,18.7,4,C ,3.7,D ,9.5,D ,1.5,C
11X272,11,Globe School for Environmental Research,Matthew Angell,EMS,Middle,2.25,C ,33.8,2.2,D ,6.5,C ,24,C ,1,D
11X287,11,The Forward School,Adrienne Phifer,EMS,Middle,2.03,B ,43.8,5.3,C ,8.1,C ,27.8,B ,2.5,B
11X289,11,The Young Scholars Academy of The Bronx,Jeanette Vargas,EMS,Middle,2.32,C ,33.6,3.5,C ,7.8,C ,21.8,C ,0.5,C
11X322,11,Aspire Preparatory Middle School,Steven Cobb,EMS,Middle,2.55,F ,13.6,1.2,F ,4.3,D ,7,F ,1,C
11X326,11,Bronx Green Middle School,Charles Johnson,EMS,Middle,2.36,B ,48.1,6.6,B ,8,C ,31,B ,2.5,C
11X370,11,School of Diplomacy,John Scalice,EMS,Middle,2.26,F ,12.8,1.1,F ,4.6,D ,6.6,F ,0.5,C
11X462,11,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,Jamaal Bowman,EMS,Middle,2.36,B ,41.5,9.8,A ,7.7,C ,21.5,C ,2.5,
11X468,11,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,Anthony Rivera,EMS,Middle,2.37,B ,51,10.1,A ,9.9,C ,26.5,B ,4.5,
11X498,11,PS/MS 11X498 - VAN NEST ACADEMY,Carol Gilligan,EMS,Middle,2.69,,,,,,,,,,
12X006,12,P.S. 006 West Farms,Darlene Mcwhales,EMS,Elementary,65.52,C ,28.3,1.5,F ,3.4,D ,22.4,C ,1,C
12X044,12,P.S. 044 David C. Farragut,Donna Ferguson,EMS,Elementary,66.62,C ,34.4,6.3,B ,8.7,C ,16.9,C ,2.5,B
12X047,12,P.S. 047 John Randolph,Thomas Guarnieri,EMS,Elementary,59.16,B ,48.3,11.7,A ,7.4,C ,24.7,B ,4.5,C
12X050,12,P.S. 050 Clara Barton,Lori Ferguson,EMS,Elementary,67.37,C ,36.4,2.5,F ,3.6,D ,26.8,B ,3.5,D
12X057,12,P.S. 057 Crescent,Edsel Philip,EMS,Elementary,62.98,C ,37.9,5,C ,10.3,B ,20.1,C ,2.5,B
12X061,12,P.S. 061 Francisco Oller,Patricia Quigley,EMS,Elementary,61.48,D ,19.1,11.9,A ,5.1,D ,2,F ,0,C
12X066,12,P.S. 066 School of Higher Expectations,Thomas Degrazia,EMS,Elementary,65.41,B ,49.8,8.5,A ,9,C ,28.3,B ,4,B
12X067,12,P.S. 067 Mohegan School,Emily Grimball,EMS,Elementary,64.09,B ,55.3,4.5,C ,7.8,C ,37.5,A ,5.5,C
12X092,12,P.S. 092 Bronx,Manuel Estrella,EMS,Elementary,64.94,C ,28.5,2.3,F ,2.3,D ,23.9,C ,0,B
12X098,12,J.H.S. 098 Herman Ridder,Claralee Irobunda,EMS,Middle,2.09,C ,39.3,6.2,B ,7.6,C ,20.9,C ,4.5,A
12X102,12,P.S. 102 Joseph O. Loretan,Tanyua Trezevantte,EMS,Elementary,63.04,,,,,,,,,,C
12X129,12,P.S. 129 Twin Parks Upper,Yvette Beasley,EMS,Middle,2.2,B ,53.7,7.1,B ,10.3,B ,29.7,B ,6.5,B
12X134,12,P.S. 134 George F. Bristow,Kenneth Thomas,EMS,Elementary,62.7,C ,34.6,4.8,C ,6.5,C ,21.7,C ,1.5,B
12X150,12,P.S. 150 Charles James Fox,Edwin Irizarry,EMS,Elementary,66.51,B ,41.7,7.9,B ,8.3,C ,22.5,C ,3,A
12X190,12,E.S.M.T- I.S. 190,Dianajade Santiago,EMS,Middle,2.36,C ,30.7,8.4,B ,5.7,D ,13.6,D ,3,B
12X195,12,P.S. 195,Andrew Kavanagh,EMS,Elementary,61.45,C ,39.7,4.5,C ,5.4,D ,26.3,B ,3.5,C
12X196,12,P.S. 196,Lizzette Rivera,EMS,Elementary,62.56,C ,30.1,8.9,A ,8.5,C ,10.7,F ,2,B
12X198,12,P.S. 198,Judy Hunt-Hutchings,EMS,Elementary,68.74,,,,,,,,,,
12X211,12,P.S. 211,Betty Gonzalez-Soto,EMS,K-8,69.73,B ,57,8.1,B ,6.3,C ,38.6,A ,4,A
12X212,12,P.S. 212,Yohan Lim,EMS,K-8,64.7,B ,56.1,6.2,B ,7.9,C ,37.5,A ,4.5,C
12X214,12,P.S. 214,David Cintron,EMS,K-8,61.26,B ,56.5,8.9,A ,9.8,C ,33.8,B ,4,B
12X217,12,School of Performing Arts,Seth Litt,EMS,Middle,2.08,C ,34.8,4.5,C ,6.7,C ,22.1,C ,1.5,A
12X242,12,Mott Hall V,Peter Oroszlany,EMS,Middle,2.46,B ,53.9,8.5,B ,11.2,B ,31.7,B ,2.5,A
12X245,12,New Day Academy,Mara Ganeles,EMS,Middle,2.05,,,,,,,,,,C
12X267,12,Bronx Latin,Leticia Pineiro,EMS,Middle,2.14,A ,79.6,11.3,A ,12.4,B ,47.9,A ,8,A
12X271,12,East Bronx Academy for the Future,Sarah Scrogin,EMS,Middle,2.23,C ,38.3,6.7,B ,7.2,C ,22.9,C ,1.5,B
12X273,12,Frederick Douglass Academy V. Middle School,Deborah Cimini,EMS,Middle,2.32,B ,53.4,9.2,A ,10.6,B ,30.1,B ,3.5,B
12X286,12,Fannie Lou Hamer Middle School,Lorraine Chanon,EMS,Middle,2.17,C ,30.3,9.2,A ,6.4,D ,12.2,D ,2.5,A
12X300,12,The School of Science and Applied Learning,Venessa Singleton,EMS,Elementary,63.8,D ,24.3,8.8,A ,0.4,F ,15.1,D ,0,C
12X316,12,Kappa III,Elisa Alvarez,EMS,Middle,2.46,A ,60.5,11.6,A ,10.4,B ,35.5,A ,3,A
12X318,12,"I.S. X318 Math, Science & Technology Through Arts",Maria Lopez,EMS,Middle,2.11,B ,53.7,7.3,B ,8,C ,31.4,B ,7,C
12X341,12,Accion Academy,Adrian Manuel,EMS,Middle,2.01,C ,38.8,5.5,C ,6.9,C ,22.4,C ,4,A
12X372,12,Urban Assembly School for Wildlife Conservation,Mark Ossenheimer,EMS,Middle,2.43,D ,20.2,2.6,D ,5.3,D ,10.8,D ,1.5,C
12X383,12,Emolior Academy,Derick Spaulding,EMS,Middle,2.09,C ,36,9.5,A ,6.7,C ,17.8,C ,2,B
12X384,12,Entrada Academy,Socorro Diaz,EMS,Middle,2.17,C ,31.8,9.2,A ,4,D ,17.6,C ,1,A
12X463,12,URBAN SCHOLARS COMMUNITY SCHOOL,Debra Clarke-Jones,EC,K-3,65.95,F ,12.9,6.8,C ,1.7,F ,2.4,F ,2,
12X691,12,Bronx Little School,Janice Gordon,EMS,Elementary,58.13,A ,63.5,7,B ,7.9,C ,46.6,A ,2,C
13K003,13,P.S. 003 The Bedford Village,Kristina Beecher,EMS,Elementary,53.74,C ,33.4,5.6,C ,6.4,C ,20.3,C ,1,C
13K008,13,P.S. 008 Robert Fulton,Seth Phillips,EMS,Elementary,20.21,C ,33.3,5.2,C ,11.5,B ,14.6,D ,2,C
13K009,13,P.S. 009 Teunis G. Bergen,Sandra D'Avilar,EMS,Elementary,47.93,C ,34.2,6.8,B ,7.6,C ,19.3,C ,0.5,C
13K011,13,P.S. 011 Purvis J. Behan,Alonta Wrighton,EMS,Elementary,47.18,B ,46.9,7.7,B ,9.6,C ,27.1,B ,2.5,B
13K020,13,P.S. 020 Clinton Hill,L Barbera,EMS,Elementary,49.84,B ,46.1,7.2,B ,7.1,C ,29.8,B ,2,C
13K044,13,P.S. 044 Marcus Garvey,Valerie Taylor,EMS,Elementary,59.08,B ,44.5,5.9,C ,8.8,C ,26.7,B ,3,B
13K046,13,P.S. 046 Edward C. Blum,Karyn Nicholson,EMS,Elementary,63.34,A ,70.3,3.6,D ,8.8,C ,48.4,A ,9.5,A
13K054,13,P.S. 054 Samuel C. Barnes,Lorna Khan,EMS,Elementary,64.58,C ,35.9,6,B ,4.9,D ,23.5,C ,1.5,C
13K056,13,P.S. 056 Lewis H. Latimer,Deborah Clark-Johnson,EMS,Elementary,60.86,A ,57,9.2,A ,11.4,B ,34.4,A ,2,B
13K067,13,P.S. 067 Charles A. Dorsey,Corinne Seabrook,EMS,Elementary,60.29,D ,25.2,9.8,A ,5.8,C ,8.6,F ,1,C
13K093,13,P.S. 093 William H. Prescott,Sandra Philip,EMS,Elementary,55.52,B ,43.4,5.4,C ,2.5,D ,31.5,B ,4,C
13K103,13,Satellite Three,Beatrice Thompson,EMS,Middle,2.5,D ,16.9,2.3,D ,3.4,D ,11.2,D ,0,C
13K113,13,M.S. 113 Ronald Edmonds Learning Center,Dawnique Daughtry,EMS,Middle,2.61,D ,22.4,4.4,C ,6,D ,11,D ,1,C
13K133,13,P.S. 133 William A. Butler,Heather Foster-Mann,EMS,Elementary,59.58,B ,43.9,7.6,B ,6.8,C ,27.5,B ,2,C
13K256,13,P.S. 256 Benjamin Banneker,Sharyn Hemphill,EMS,Elementary,60.25,F ,16.6,2.7,D ,4.8,D ,8,F ,1,C
13K265,13,Dr. Susan S. McKinney Secondary School of the Arts,Paula Holmes,EMS,Middle,1.98,B ,47.1,5,C ,8.2,C ,29.8,B ,4,C
13K266,13,M.S. K266 - Park Place Community Middle School,Michele Robinson,EMS,Middle,2.68,C ,28.1,6.9,B ,5.9,D ,15.3,C ,0,C
13K270,13,P.S. 270 Johann DeKalb,Mitra Lutchman,EMS,Elementary,61.35,C ,39.4,7,B ,16.9,A ,15,D ,0.5,A
13K282,13,P.S. 282 Park Slope,Magalie Alexis,EMS,K-8,46.75,C ,28,3.2,D ,8.6,C ,15.2,C ,1,B
13K287,13,P.S. 287 Bailey K. Ashford,Ms. Michele Rawlins,EMS,Elementary,62.04,B ,45.2,7.8,B ,3.8,D ,31.1,B ,2.5,B
13K301,13,Satellite East Middle School,Kim Mcpherson,EMS,Middle,2.38,B ,48.8,4,C ,6.6,C ,35.7,A ,2.5,D
13K305,13,P.S. 305 Dr. Peter Ray,Dr. Julia Mortley,EMS,Elementary,58.19,C ,37.4,3.4,D ,4.9,D ,26.5,B ,2.5,C
13K307,13,P.S. 307 Daniel Hale Williams,Roberta Davenport,EMS,Elementary,62.68,C ,33,6.7,B ,5.1,D ,20.2,C ,1,C
13K313,13,Satellite West Middle School,Suzane Joseph,EMS,Middle,1.94,A ,65,5.4,C ,11.7,B ,40.9,A ,7,B
13K336,13,Academy of Business and Community Development,Simone A. Mcintosh,EMS,Middle,2.17,D ,21.4,1.3,F ,6.1,D ,12,D ,2,D
13K492,13,Urban Assembly Academy of Arts and Letters,Allison Gaines Pell,EMS,Middle,2.77,B ,45.5,9.7,A ,9.8,C ,23,C ,3,B
13K527,13,Urban Assembly Institute of Math and Science for Y,Kiri Soares,EMS,Middle,3,B ,49.6,6,C ,5.6,D ,35.5,A ,2.5,D
13K571,13,M.S. 571,Santosha Troutman,EMS,Middle,1.95,,,,,,,,,,D
13K592,13,Khalil Gibran International Academy,Beshir Abdellatif,EMS,Middle,2.48,,,,,,,,,,C
13K596,13,Knowledge and Power Preparatory Academy VII Middle,Beatrice Thompson,EMS,Middle,2.27,F ,7.5,4,C ,2.4,F ,1.1,F ,0,D
13K691,13,FORT GREENE PREPARATORY ACADEMY,Paula Lettiere,EMS,Middle,2.51,,,,,,,,,,
14K016,14,P.S. 016 Leonard Dunkly,Mary Renny,EMS,Elementary,61.45,C ,30.6,7.4,B ,5.8,C ,17.4,C ,0,C
14K017,14,P.S. 017 Henry D. Woodworth,Dr. Robert Marchi,EMS,Elementary,61.2,C ,38.8,4.6,C ,9.6,C ,21.1,C ,3.5,A
14K018,14,P.S. 018 Edward Bush,Karen Ford,EMS,Elementary,61.57,C ,29.9,7.7,B ,9,C ,13.2,D ,0,B
14K019,14,P.S. 019 Roberto Clemente,Maria Witherspoon,EMS,Elementary,63.06,F ,9,6.6,B ,0.7,F ,0.7,F ,1,D
14K023,14,P.S. 023 Carter G. Woodson,Sharon Meade,EMS,Elementary,63.89,B ,45.4,12.3,A ,4.5,D ,23.6,C ,5,A
14K031,14,P.S. 031 Samuel F. Dupont,Mary J. Scarlato,EMS,Elementary,40.44,A ,91.5,12.3,A ,22.4,A ,51.8,A ,5,A
14K034,14,P.S. 034 Oliver H. Perry,Alicja Winnicki,EMS,Elementary,29.81,A ,70,11,A ,16.2,A ,39.8,A ,3,B
14K050,14,J.H.S. 050 John D. Wells,Denise Jamison,EMS,Middle,1.97,C ,41,4.1,C ,4.9,D ,31,B ,1,B
14K059,14,P.S. 059 William Floyd,Dawn Best,EMS,Elementary,61.85,C ,37.1,5.4,C ,1.9,D ,28.3,B ,1.5,C
14K071,14,Juan Morel Campos Secondary School,Howard Fineman,EMS,Middle,1.93,C ,24,6.5,B ,3.5,D ,13.5,D ,0.5,B
14K084,14,P.S. 084 Jose De Diego,Sereida Rodriguez,EMS,Elementary,58.95,B ,49.5,7.7,B ,2.5,D ,33.3,B ,6,C
14K110,14,P.S. 110 The Monitor,Anna Cano Amato,EMS,Elementary,34.91,C ,32.4,9.2,A ,6.3,C ,15.9,C ,1,C
14K120,14,P.S. 120 Carlos Tapia,Liza Caraballo,EMS,Elementary,63.89,A ,66.9,12.4,A ,7.4,C ,39.6,A ,7.5,C
14K126,14,John Ericsson Middle School 126,Rosemary Ochoa,EMS,Middle,1.85,D ,20.9,2.8,D ,3.6,D ,14,D ,0.5,B
14K132,14,P.S. 132 The Conselyea School,Beth Lubeck,EMS,Elementary,44.52,C ,25.8,10.6,A ,10.2,B ,4,F ,1,B
14K147,14,P.S. 147 Isaac Remsen,Julia Drake,EMS,Elementary,64.61,B ,45.1,10.8,A ,8.6,C ,22.2,C ,3.5,A
14K157,14,P.S. 157 Benjamin Franklin,Maribel Torres,EMS,Elementary,64.86,B ,40.8,12,A ,7.1,C ,20.2,C ,1.5,B
14K196,14,P.S. 196 Ten Eyck,Janine Colon,EMS,Elementary,64.07,C ,31.8,11.3,A ,13.7,B ,2.8,F ,4,A
14K250,14,P.S. 250 George H. Lindsay,Nora Barnes,EMS,Elementary,50.97,B ,42.8,7.5,B ,8,C ,26.8,B ,0.5,B
14K257,14,P.S. 257 John F. Hylan,Brian Leavy-Devale,EMS,Elementary,64.82,A ,91.4,13.3,A ,14.3,A ,52.8,A ,11,A
14K297,14,P.S. 297 Abraham Stockton,James Brown,EMS,Elementary,61.62,B ,45.1,6.2,B ,5.5,D ,29.4,B ,4,C
14K318,14,I.S. 318 Eugenio Maria De Hostos,Fortunato Rubino,EMS,Middle,3.06,C ,31.5,10.2,A ,5.6,D ,14.7,C ,1,C
14K330,14,The Urban Assembly School for the Urban Environmen,Kourtney Boyd,EMS,Middle,1.93,B ,46.1,2.9,D ,6.6,C ,32.6,B ,4,C
14K380,14,P.S. 380 John Wayne Elementary,Diane Vitolo,EMS,Elementary,58.9,A ,83.3,14.5,A ,19.9,A ,42.3,A ,6.5,A
14K577,14,Conselyea Preparatory School,Maria Masullo,EMS,Middle,2.82,B ,42.5,10.1,A ,8.6,C ,18.8,C ,5,B
14K582,14,M.S. 582,Brian Walsh,EMS,Middle,2.3,D ,19.8,5.1,C ,7,C ,6.7,F ,1,B
14K586,14,Lyons Community School,Taeko Onishi,EMS,Middle,2.13,B ,46.3,8,B ,4.8,D ,29,B ,4.5,C
14K614,14,Young Women's Leadership School of Brooklyn,Talana Bradley,EMS,Middle,2.39,A ,72.4,11,A ,11.2,B ,45.2,A ,5,C
15K001,15,P.S. 001 The Bergen,Jennifer Eusanio,EMS,Elementary,61.04,B ,47.2,8.7,A ,11.6,B ,26.4,B ,0.5,C
15K010,15,"Magnet School of Math, Science and Design Technolo",Laura Scott,EMS,Elementary,44.4,B ,45.5,10.7,A ,11.2,B ,19.6,C ,4,A
15K015,15,P.S. 015 Patrick F. Daly,Peggy Wyns-Madison,EMS,Elementary,65.63,B ,55.7,10,A ,12.9,B ,25.3,B ,7.5,A
15K024,15,P.S. 024,Christina Fuentes,EMS,Elementary,65.85,B ,43.6,9.4,A ,4.9,D ,24.8,B ,4.5,C
15K027,15,Agnes Y. Humphrey School for Leadership,Winston Hamann,EMS,Middle,1.41,,,,,,,,,,
15K029,15,P.S. 029 John M. Harrigan,Melanie Raneri Woods,EMS,Elementary,18.64,C ,30.7,9.2,A ,13,B ,7,F ,1.5,A
15K032,15,P.S. 032 Samuels Mills Sprole,Deborah Ann Florio,EMS,Elementary,58.77,C ,27,8.3,B ,8.4,C ,7.7,F ,2.5,A
15K038,15,P.S. 038 The Pacific,Yolanda Ramirez,EMS,Elementary,52.11,C ,40.4,4.9,C ,7.9,C ,24.6,B ,3,C
15K039,15,P.S. 039 Henry Bristow,Anita De Paz,EMS,Elementary,24.84,B ,45,11.4,A ,9.3,C ,22.8,C ,1.5,B
15K051,15,M.S. 51 William Alexander,Lenore Berner,EMS,Middle,3.37,A ,66.5,9.4,A ,14.9,A ,35.7,A ,6.5,A
15K058,15,P.S. 058 The Carroll,Giselle Mcgee,EMS,Elementary,18.61,B ,47.9,8.3,B ,7.9,C ,29.2,B ,2.5,A
15K088,15,J.H.S. 088 Peter Rouget,Ailene Altman Mitchell,EMS,Middle,2.26,A ,70.3,8.6,B ,12.9,B ,40.3,A ,8.5,B
15K094,15,P.S. 094 The Henry Longfellow,Janette Caban,EMS,Elementary,49.25,B ,43.7,5.2,C ,8.2,C ,28.3,B ,2,B
15K107,15,P.S. 107 John W. Kimball,Cynthia Holton,EMS,Elementary,16.77,B ,54.8,9.4,A ,12.6,B ,30.3,B ,2.5,A
15K124,15,P.S. 124 Silas B. Dutcher,Annabelle Martinez,EMS,Elementary,54.87,B ,43.5,7.5,B ,5.6,D ,27.9,B ,2.5,A
15K130,15,P.S. 130 The Parkside,Maria Nunziata,EMS,Elementary,49.88,A ,61.6,8.2,B ,13.1,B ,36.8,A ,3.5,B
15K131,15,P.S. 131 Brooklyn,Ruth Quiles,EMS,Elementary,53.24,A ,57.3,10.2,A ,9.4,C ,32.7,B ,5,A
15K136,15,I.S. 136 Charles O. Dewey,Eric Sackler,EMS,Middle,2.07,B ,48.1,7.3,B ,5.6,D ,33.7,B ,1.5,C
15K146,15,P.S. 146,Anna Allanbrook,EMS,Elementary,32.68,A ,61.3,10.4,A ,10.9,B ,32,B ,8,B
15K154,15,Magnet School for Science & Technology,Samuel Ortiz,EMS,Elementary,22.31,A ,72,7.7,B ,14,B ,47.3,A ,3,C
15K169,15,P.S. 169 Sunset Park,Josephine Santiago,EMS,Elementary,48.89,C ,29.7,7.8,B ,6.5,C ,14.4,D ,1,B
15K172,15,P.S. 172 Beacon School of Excellence,Jack Spatola,EMS,Elementary,61.9,A ,88.3,14.4,A ,23.5,A ,44.4,A ,6,A
15K230,15,P.S. 230 Doris L. Cohen,Sharon Fiden,EMS,Elementary,37.87,C ,35.8,9.7,A ,6.5,C ,18.6,C ,1,C
15K261,15,P.S. 261 Philip Livingston,Zipporiah Mills,EMS,Elementary,36.68,C ,26.1,6.9,B ,6.7,C ,9,F ,3.5,B
15K295,15,P.S. 295,Deanna Marco,EMS,Elementary,47.65,A ,64.7,10.8,A ,11.5,B ,38.9,A ,3.5,A
15K321,15,P.S. 321 William Penn,Elizabeth Phillips,EMS,Elementary,14.03,A ,60.4,10.4,A ,15.3,A ,31.7,B ,3,A
15K418,15,The Children's School,,EMS,Elementary,15.65,A ,71.6,9.2,A ,16.8,A ,41.1,A ,4.5,A
15K429,15,Brooklyn School for Global Studies,Joseph O'Brien,EMS,Middle,2,B ,45.7,2.8,D ,11.6,B ,28.3,B ,3,B
15K442,15,New Horizons School,Deanna Sinito,EMS,Middle,1.53,B ,48.7,9.6,A ,7.7,C ,29.4,B ,2,B
15K443,15,New Voices School of Academic & Creative Arts,Frank Giordano,EMS,Middle,2.77,A ,58.7,10.3,A ,15.2,A ,26.7,B ,6.5,A
15K447,15,The Math & Science Exploratory School,Lisa Gioe,EMS,Middle,3.11,A ,76.4,7.4,B ,17.9,A ,42.1,A ,9,A
15K448,15,Brooklyn Secondary School for Collaborative Studi,Alyce Barr,EMS,Middle,2.21,A ,62.5,8.1,B ,11,B ,36.9,A ,6.5,B
15K462,15,Secondary School for Law,Oneatha Swinton,EMS,Middle,1.82,,,,,,,,,,C
15K463,15,Secondary School for Journalism,Abbie Reif,EMS,Middle,2.2,,,,,,,,,,C
15K464,15,Park Slope Collegiate,Jill Bloomberg,EMS,Middle,1.87,C ,37.7,6.8,B ,6.8,C ,20.1,C ,4,B
15K497,15,School for International Studies,Fred Walsh,EMS,Middle,2.19,C ,39.8,6,C ,10.4,B ,21.9,C ,1.5,A
15K676,15,RED HOOK NEIGHBORHOOD SCHOOL,Rochel Brown,EMS,Elementary,66.22,C ,36.3,6.1,B ,5.1,D ,25.1,B ,0,
15K821,15,Sunset Park Prep,Lola Padin,EMS,Middle,2.68,A ,60.1,8.5,B ,11.5,B ,33.1,B ,7,A
16K005,16,P.S. 005 Dr. Ronald Mcnair,Lena Gates,EMS,Elementary,59.52,C ,30.7,3.5,D ,6.7,C ,16.5,C ,4,B
16K021,16,P.S. 021 Crispus Attucks,Harold Anderson,EMS,Elementary,54.39,A ,69.7,8.8,A ,13,B ,41.9,A ,6,A
16K025,16,P.S. 025 Eubie Blake School,Anita Coley,EMS,Elementary,64.01,C ,35.8,5.8,C ,7.4,C ,22.6,C ,0,C
16K026,16,P.S. 026 Jesse Owens,Michele Ashley,EMS,Elementary,59.52,A ,70.8,6.7,B ,11.4,B ,46.2,A ,6.5,C
16K028,16,P.S. 028 The Warren Prep Academy,Sadie Silver,EMS,Elementary,59.31,D ,23.4,10.7,A ,4.8,D ,6.9,F ,1,B
